_id,MUNICIPALITY,LAST_NAME,FIRST_NAME,OFFICE_FILLED,VOTES_FOR_CANDIDATE,VOTES_FOR_OFFICE,ELECTED_OR_ACCLAIMED,COUNCIL_INCUMBENT,OFFICE_INCUMBENT,OFFICE_SUBJECT_TO_RECOUNT
2372,Stone Mills Tp,Lalande,Wenda,Local Councillor,1177,10630,Elected,Yes,Yes,No
2373,Stone Mills Tp,Milligan,Shari,Local Councillor,1244,10630,Elected,Yes,Yes,No
2374,Stone Mills Tp,Woodcock,Krysta-Lee,Local Councillor,1128,10630,Elected,No,No,No
2375,Stone Mills Tp,McDonald,Wendy,Local Councillor,1138,10630,Elected,No,No,No
2376,Stone Mills Tp,Fenwick,Rob,Local Councillor,1320,10630,Elected,No,No,No
2377,Stone Mills Tp,Davison,Doug,Deputy Reeve,,,Acclaimed,Yes,No,No
2378,Stratford C,Ritsma,Martin,Mayor,4350,11638,Elected,Yes,No,No
2379,Stratford C,Beatty,Brad,Local Councillor,3514,11638,Elected,Yes,Yes,No
2380,Stratford C,Burbach,Jo-Dee,Local Councillor,4985,11638,Elected,Yes,Yes,No
2381,Stratford C,Henderson,Bonnie,Local Councillor,4454,11638,Elected,Yes,Yes,No
2382,Stratford C,Sebben,Cody,Local Councillor,5979,11638,Elected,Yes,Yes,No
2383,Stratford C,Biehn,Lesley,Local Councillor,4159,11638,Elected,No,No,No
2384,Stratford C,Briscoe,Taylor,Local Councillor,3991,11638,Elected,No,No,No
2385,Stratford C,Hunter,Mark,Local Councillor,4676,11638,Elected,No,No,No
2386,Stratford C,McCabe,Larry,Local Councillor,4340,11638,Elected,No,No,No
2387,Stratford C,Nijjar,Harj,Local Councillor,4335,11638,Elected,No,No,No
2388,Stratford C,Wordofa,Geza,Local Councillor,3357,11638,Elected,No,No,No
2389,Strathroy-Caradoc M,Grantham,Colin,Mayor,4032,7027,Elected,No,No,No
2390,Strathroy-Caradoc M,Brennan,John,Local Councillor,2662,13913,Elected,Yes,Yes,No
2391,Strathroy-Caradoc M,Hipple,Sandi,Local Councillor,1545,7014,Elected,Yes,Yes,No
2392,Strathroy-Caradoc M,Kennes,Frank,Local Councillor,1719,13913,Elected,Yes,Yes,No
2393,Strathroy-Caradoc M,Pelkman,Steve,Local Councillor,2475,13913,Elected,Yes,Yes,No
2394,Strathroy-Caradoc M,Pammer,Donna,Local Councillor,2028,13913,Elected,No,No,No
2395,Strathroy-Caradoc M,Derbyshire,Brian,Local Councillor,1285,7014,Elected,No,No,No
2396,Strathroy-Caradoc M,Willsie,Greg,Local Councillor,1222,7014,Elected,No,No,No
2397,Strathroy-Caradoc M,McGuire,Mike,Deputy Mayor,3540,7005,Elected,No,No,No
2398,Strong Tp,Bryson,Tim,Mayor,354,921,Elected,No,No,No
2399,Strong Tp,McLaren,Jeff,Local Councillor,529,3684,Elected,Yes,Yes,No
2400,Strong Tp,Stickland,Marianne,Local Councillor,510,3684,Elected,Yes,Yes,No
2401,Strong Tp,Ronholm,Jim,Local Councillor,491,3684,Elected,No,No,No
2402,Strong Tp,Noaik,Kevin,Local Councillor,439,3684,Elected,No,No,No
2403,Sundridge V,Leveque,Justine,Mayor,245,447,Elected,No,No,No
2404,Sundridge V,Williamson,Fraser,Local Councillor,348,1460,Elected,Yes,Yes,No
2405,Sundridge V,Jackson,Shawn,Local Councillor,240,1460,Elected,Yes,Yes,No
2406,Sundridge V,MacLachlan,James,Local Councillor,325,1460,Elected,No,No,No
2407,Sundridge V,Smith,Sharon,Local Councillor,381,1460,Elected,No,No,No
2408,Tarbutt Tp,Smith,Lennox,Mayor,,,Acclaimed,Yes,Yes,No
2409,Tarbutt Tp,McClelland,Darren,Local Councillor,178,,Elected,Yes,Yes,No
2410,Tarbutt Tp,Abbott,Ursula,Local Councillor,170,,Elected,Yes,Yes,No
2411,Tarbutt Tp,Farrar,Dave,Local Councillor,134,,Elected,Yes,Yes,No
2412,Tarbutt Tp,Nagel,Jacqui,Local Councillor,198,,Elected,No,No,No
2413,Tay Tp,Walker,Ted,Mayor,,,Acclaimed,Yes,Yes,No
2414,Tay Tp,La Chapelle,Gerard,Local Councillor,,,Acclaimed,Yes,No,No
2415,Tay Tp,Raymond,Paul,Local Councillor,,,Acclaimed,Yes,Yes,No
2416,Tay Tp,Talbot,Sandy,Local Councillor,,,Acclaimed,Yes,Yes,No
2417,Tay Tp,Larmand,Judy,Local Councillor,,,Acclaimed,No,No,No
2418,Tay Tp,Bumstead,Sylvia,Local Councillor,,,Acclaimed,No,No,No
2419,Tay Tp,Norris,Barry,Deputy Mayor,,,Acclaimed,Yes,No,No
2420,Tay Valley Tp,Rainer,Rob,Reeve,1397,2526,Elected,Yes,No,No
2421,Tay Valley Tp,Affleck,Korrine,Local Councillor,503,1709,Elected,No,No,No
2422,Tay Valley Tp,Thomas,Marilyn,Local Councillor,732,1709,Elected,No,No,No
2423,Tay Valley Tp,Hallam,Greg,Local Councillor,481,1593,Elected,No,No,No
2424,Tay Valley Tp,Pierman,Angela,Local Councillor,591,1593,Elected,No,No,No
2425,Tay Valley Tp,Baker,Wayne,Local Councillor,389,2682,Elected,No,No,No
2426,Tay Valley Tp,Kendrick,Andrew,Local Councillor,388,2682,Elected,No,No,No
2427,Tay Valley Tp,Dobbie,Fred,Deputy Reeve,1551,2480,Elected,Yes,No,No
2428,Tecumseh T,McNamara,Gary,Mayor,,,Acclaimed,Yes,Yes,No
2429,Tecumseh T,Jobin,Tania,Local Councillor,612,835,Elected,Yes,Yes,No
2430,Tecumseh T,Houston,Brian,Local Councillor,,,Acclaimed,Yes,Yes,No
2431,Tecumseh T,Tonial,Rick 'Rico',Local Councillor,881,1181,Elected,Yes,Yes,No
2432,Tecumseh T,Higgison,Alicia,Local Councillor,1068,1498,Elected,No,No,No
2433,Tecumseh T,Dorner,James,Local Councillor,1139,1625,Elected,No,No,No
2434,Tecumseh T,Bachetti,Joe,Deputy Mayor,,,Acclaimed,Yes,Yes,No
2435,Tehkummah Tp,Deforge,John,Reeve,281,364,Elected,No,No,No
2436,Tehkummah Tp,Leeson,Lorie,Local Councillor,161,1276,Elected,Yes,Yes,Yes
2437,Tehkummah Tp,McKenzie,Michael,Local Councillor,199,1276,Elected,Yes,Yes,Yes
2438,Tehkummah Tp,Chatwell,Perry,Local Councillor,300,1276,Elected,No,No,Yes
2439,Tehkummah Tp,Wood,Steven,Local Councillor,233,1276,Elected,No,No,Yes
2440,Temagami M,O'Mara,Dan,Mayor,,,Acclaimed,Yes,Yes,No
2441,Temagami M,Koistinen,Jamie,Local Councillor,510,3637,Elected,Yes,Yes,No
2442,Temagami M,Leudke,Barret,Local Councillor,444,3637,Elected,Yes,Yes,No
2443,Temagami M,Youngs,Margaret,Local Councillor,506,3637,Elected,Yes,Yes,No
2444,Temagami M,Gustavson,Wendell,Local Councillor,447,3637,Elected,No,No,No
2445,Temagami M,Lowery,Carol,Local Councillor,383,3637,Elected,No,No,No
2446,Temagami M,Platts,Jo-Anne,Local Councillor,425,3637,Elected,Yes,Yes,No
2447,Temiskaming Shores C,Laferriere,Jeff,Mayor,1556,3346,Elected,Yes,No,No
2448,Temiskaming Shores C,Foley,Jesse,Local Councillor,1825,20076,Elected,Yes,Yes,No
2449,Temiskaming Shores C,Whalen,Danny,Local Councillor,1857,20076,Elected,Yes,Yes,No
2450,Temiskaming Shores C,Pelletier-Lavigne,Nadia,Local Councillor,1758,20076,Elected,No,No,No
2451,Temiskaming Shores C,Wilson,Mark,Local Councillor,1931,20076,Elected,No,No,No
2452,Temiskaming Shores C,Ducharme,Melanie,Local Councillor,1798,20076,Elected,No,No,No
2453,Temiskaming Shores C,Graydon,Ian,Local Councillor,1487,20076,Elected,No,No,No
2454,Terrace Bay Tp,Malashewski,Paul,Mayor,417,642,Elected,Yes,No,No
2455,Terrace Bay Tp,Johnson,Bert,Local Councillor,315,2330,Elected,Yes,Yes,No
2456,Terrace Bay Tp,St Louis,Rick,Local Councillor,455,2330,Elected,Yes,Yes,No
2457,Terrace Bay Tp,Adduono,Gary,Local Councillor,364,2330,Elected,No,No,No
2458,Terrace Bay Tp,Dube,Chris,Local Councillor,381,2330,Elected,No,No,No
2459,Thames Centre M,McMillan,Sharron,Mayor,2683,5199,Elected,No,No,No
2460,Thames Centre M,Heeman,Thomas,Local Councillor,1304,1674,Elected,Yes,Yes,No
2461,Thames Centre M,Deveau-Lockie,Danielle,Local Councillor,929,1913,Elected,No,No,No
2462,Thames Centre M,Crockett,Chantel,Local Councillor,1012,1545,Elected,No,No,No
2463,Thames Centre M,Smibert,Michelle,Deputy Mayor,3082,5095,Elected,No,No,No
2464,The Archipelago Tp,Liverance,Bert,Reeve,,,Acclaimed,Yes,Yes,
2465,The Archipelago Tp,MacLeod,Dan,Local Councillor,,,Acclaimed,Yes,Yes,
2466,The Archipelago Tp,Frost,Peter,Local Councillor,,,Acclaimed,Yes,Yes,
2467,The Archipelago Tp,Ashley,David,Local Councillor,,,Acclaimed,Yes,Yes,
2468,The Archipelago Tp,Barton,Alice,Local Councillor,,,Acclaimed,Yes,Yes,
2469,The Archipelago Tp,Emery,Laurie,Local Councillor,,,Acclaimed,Yes,Yes,
2470,The Archipelago Tp,Manners,Earl,Local Councillor,,,Acclaimed,Yes,Yes,
2471,The Archipelago Tp,Sheard,Scott,Local Councillor,,,Acclaimed,Yes,Yes,
2472,The Archipelago Tp,Zanussi,Rick,Local Councillor,,,Acclaimed,Yes,Yes,
2473,The Archipelago Tp,Lundy,Tom,Local Councillor,,,Acclaimed,No,No,
2474,The Archipelago Tp,Cade Fraser,Darlene,Local Councillor,,,Acclaimed,No,No,
2475,The Blue Mountains T,Matrosovs,Andrea,Mayor,1564,4073,Elected,Yes,No,No
2476,The Blue Mountains T,Hope,Paula,Local Councillor,2947,15791,Elected,Yes,Yes,No
2477,The Blue Mountains T,Ardiel,Gail,Local Councillor,2708,15791,Elected,No,No,No
2478,The Blue Mountains T,Maxwell,Alex,Local Councillor,2160,15791,Elected,No,No,No
2479,The Blue Mountains T,McKinlay,Shawn,Local Councillor,2439,15791,Elected,No,No,No
2480,The Blue Mountains T,Porter,June,Local Councillor,2938,15791,Elected,No,No,No
2481,The Blue Mountains T,Bordignon,Peter,Deputy Mayor,,,Acclaimed,Yes,Yes,No
2482,The Nation M,Brière,Francis,Mayor,2103,4036,Elected,Yes,No,No
2483,The Nation M,Forgues,Danik,Local Councillor,,,Acclaimed,Yes,Yes,No
2484,The Nation M,Mainville,Alain,Local Councillor,,,Acclaimed,Yes,Yes,No
2485,The Nation M,Stewart,Tim,Local Councillor,394,631,Elected,No,No,No
2486,The Nation M,Lalande,Raymond,Local Councillor,357,615,Elected,No,No,No
2487,The Nation M,Boisvenue,Daniel,Local Councillor,424,675,Elected,No,No,No
2488,The Nation M,Drolet,Marjorie,Local Councillor,,,Acclaimed,No,No,No
2489,The North Shore Tp,Moor,Anthony,Mayor,,,Acclaimed,Yes,Yes,No
2490,The North Shore Tp,Menard,Len,Local Councillor,,,Acclaimed,Yes,Yes,No
2491,The North Shore Tp,Roach,Mike,Local Councillor,95,175,Elected,No,No,No
2492,The North Shore Tp,Simon,Tracey,Local Councillor,22,44,Elected,No,No,Yes
2493,The North Shore Tp,Green,Robin,Local Councillor,,,Acclaimed,No,No,No
2494,The South Bruce Peninsula T,Michi,Garry,Mayor,2853,5566,Elected,No,No,No
2495,The South Bruce Peninsula T,Bell,Terry,Local Councillor,2269,5566,Elected,Yes,Yes,No
2496,The South Bruce Peninsula T,Durst,Kathy,Local Councillor,2188,5566,Elected,Yes,Yes,No
2497,The South Bruce Peninsula T,Hull,Caleb,Local Councillor,2371,5566,Elected,No,No,No
2498,The South Bruce Peninsula T,Kirkland,Jay,Deputy Mayor,2139,5566,Elected,Yes,Yes,No
2499,Thessalon T,Rosenberg,Bill,Mayor,,,Acclaimed,Yes,Yes,No
2500,Thessalon T,Baron,Marcel,Local Councillor,,,Acclaimed,Yes,Yes,No
2501,Thessalon T,Bird,Jordan,Local Councillor,,,Acclaimed,Yes,Yes,No
2502,Thessalon T,Cooke,Tracey,Local Councillor,,,Acclaimed,Yes,Yes,No
2503,Thessalon T,Rankin,Randy,Local Councillor,,,Acclaimed,Yes,Yes,No
2504,Thessalon T,Tallon,Lindsay,Local Councillor,,,Acclaimed,Yes,Yes,No
2505,Thessalon T,King,Kevin,Local Councillor,,,Acclaimed,No,No,No
2506,Thornloe V,Miller,Wayne,Reeve,,,Acclaimed,No,No,
2507,Thornloe V,Kiff,Cher,Local Councillor,,,Acclaimed,Yes,Yes,
2508,Thornloe V,Peddie,Pauline,Local Councillor,,,Acclaimed,Yes,No,
2509,Thornloe V,Addison,Robert,Local Councillor,,,Acclaimed,Yes,Yes,
2510,Thornloe V,Peddie,Allan,Local Councillor,,,Acclaimed,Yes,Yes,
2511,Thorold C,Ugulini,Terry,Mayor,3150,4332,Elected,Yes,Yes,No
2512,Thorold C,Dekker,Nella,Local Councillor,1506,25580,Elected,Yes,Yes,No
2513,Thorold C,DeRose,Carmen,Local Councillor,2024,25580,Elected,Yes,Yes,No
2514,Thorold C,Handley,David,Local Councillor,1454,25580,Elected,Yes,Yes,No
2515,Thorold C,Longo,Anthony,Local Councillor,1900,25580,Elected,Yes,Yes,No
2516,Thorold C,Sentance,Ken,Local Councillor,1895,25580,Elected,Yes,Yes,No
2517,Thorold C,D'Angela,Henry,Local Councillor,2133,25580,Elected,No,No,No
2518,Thorold C,De Divitiis,Mike,Local Councillor,1645,25580,Elected,No,No,No
2519,Thorold C,O'Hare,Tim,Local Councillor,1930,25580,Elected,No,No,No
2520,Thunder Bay C,Boshcoff,Kenneth,Mayor,13538,35421,Elected,No,No,No
2521,Thunder Bay C,Aiello,Albert,Local Councillor,3758,5936,Elected,Yes,Yes,No
2522,Thunder Bay C,Bentz,Mark,Local Councillor,15548,140095,Elected,Yes,Yes,No
2523,Thunder Bay C,Ch'Ng,Shelby,Local Councillor,13222,140095,Elected,Yes,Yes,No
2524,Thunder Bay C,Foulds,Andrew,Local Councillor,3456,4614,Elected,Yes,Yes,No
2525,Thunder Bay C,Giertuga,Trevor,Local Councillor,12185,140095,Elected,Yes,Yes,No
2526,Thunder Bay C,Hamilton,Brian,Local Councillor,2178,4071,Elected,Yes,Yes,No
2527,Thunder Bay C,Oliver,Kristen,Local Councillor,2222,4836,Elected,Yes,Yes,No
2528,Thunder Bay C,Etreni,Kasey,Local Councillor,10184,140095,Elected,No,No,No
2529,Thunder Bay C,Agarwal,Rajni,Local Councillor,10767,140095,Elected,No,No,No
2530,Thunder Bay C,Zussino,Michael,Local Councillor,2115,6315,Elected,No,No,No
2531,Thunder Bay C,Pasqualino,Dominic,Local Councillor,1957,4677,Elected,No,No,No
2532,Thunder Bay C,Johnsen,Greg,Local Councillor,1322,3658,Elected,No,No,No
2533,Tillsonburg T,Gilvesy,Deb,Mayor,2934,5376,Elected,Yes,No,No
2534,Tillsonburg T,Beres,Dave,Local Councillor,3279,26340,Elected,Yes,Yes,No
2535,Tillsonburg T,Luciani,Pete,Local Councillor,2674,26340,Elected,Yes,Yes,No
2536,Tillsonburg T,Parker,Chris,Local Councillor,3161,26340,Elected,Yes,Yes,No
2537,Tillsonburg T,Rosehart,Chris,Local Councillor,2336,26340,Elected,Yes,Yes,No
2538,Tillsonburg T,Parsons,Bob,Local Councillor,2410,26340,Elected,No,No,No
2539,Tillsonburg T,Spencer,Kelly,Local Councillor,2958,26340,Elected,No,No,No
2540,Timmins C,Boileau,Michelle,Mayor,7403,12140,Elected,Yes,No,No
2541,Timmins C,Robin,Cory,Local Councillor,2370,6650,Elected,Yes,Yes,No
2542,Timmins C,Curley,John Patrick,Local Councillor,645,1357,Elected,Yes,Yes,No
2543,Timmins C,Marks,Andrew,Local Councillor,2800,6650,Elected,Yes,Yes,No
2544,Timmins C,Murray,Kristin,Local Councillor,3965,6650,Elected,Yes,Yes,No
2545,Timmins C,Whissell,Rock,Local Councillor,,,Acclaimed,Yes,Yes,No
2546,Timmins C,Feldman,Lorne,Local Councillor,449,979,Elected,No,No,No
2547,Timmins C,Gvozdanovic,Bill,Local Councillor,372,730,Elected,No,No,No
2548,Timmins C,Black,Steve,Local Councillor,3801,6650,Elected,No,No,No
2549,Tiny Tp,Evans,David,Mayor,4102,6344,Elected,No,No,No
2550,Tiny Tp,Walma,Steffen,Local Councillor,2698,17510,Elected,Yes,No,No
2551,Tiny Tp,Brunelle,David,Local Councillor,2184,17510,Elected,No,No,No
2552,Tiny Tp,Helowka,Kelly Peter,Local Councillor,2208,17510,Elected,No,No,No
2553,Tiny Tp,Miskimins,Sean,Deputy Mayor,2537,6302,Elected,No,No,No
2554,Toronto C,Tory,John,Mayor,342158,551890,Elected,Yes,Yes,No
2555,Toronto C,Mantas,Nick,Local Councillor,8228,16831,Elected,Yes,Yes,No
2556,Toronto C,Ainslie,Paul,Local Councillor,12483,16313,Elected,Yes,Yes,No
2557,Toronto C,Bradford,Brad,Local Councillor,15169,27728,Elected,Yes,Yes,No
2558,Toronto C,Carroll,Shelley,Local Councillor,12897,17965,Elected,Yes,Yes,No
2559,Toronto C,Colle,Mike,Local Councillor,17109,24334,Elected,Yes,Yes,No
2560,Toronto C,Crawford,Gary,Local Councillor,8216,23428,Elected,Yes,Yes,No
2561,Toronto C,Fletcher,Paula,Local Councillor,20305,27433,Elected,Yes,Yes,No
2562,Toronto C,Holyday,Stephen,Local Councillor,18559,25678,Elected,Yes,Yes,No
2563,Toronto C,Matlow,Josh,Local Councillor,22670,26782,Elected,Yes,Yes,No
2564,Toronto C,McKelvie,Jennifer,Local Councillor,14168,19601,Elected,Yes,Yes,No
2565,Toronto C,Nunziata,Frances,Local Councillor,10077,21167,Elected,Yes,Yes,No
2566,Toronto C,Pasternak,James,Local Councillor,12187,16574,Elected,Yes,Yes,No
2567,Toronto C,Perks,Gord,Local Councillor,11149,31425,Elected,Yes,Yes,No
2568,Toronto C,Perruzza,Anthony,Local Councillor,8707,14204,Elected,Yes,Yes,No
2569,Toronto C,Robinson,Jaye,Local Councillor,16142,21749,Elected,Yes,Yes,No
2570,Toronto C,Thompson,Michael,Local Councillor,9977,18057,Elected,Yes,Yes,No
2571,Toronto C,Crisanti,Vincent,Local Councillor,6815,16595,Elected,No,No,No
2572,Toronto C,Morley,Amber,Local Councillor,15271,32883,Elected,No,No,No
2573,Toronto C,Bravo,Alejandra,Local Councillor,17009,24050,Elected,No,No,No
2574,Toronto C,Malik,Ausma,Local Councillor,8033,21978,Elected,No,No,No
2575,Toronto C,Saxe,Dianne,Local Councillor,8614,24351,Elected,No,No,No
2576,Toronto C,Moise,Chris,Local Councillor,10457,21568,Elected,No,No,No
2577,Toronto C,Burnside,Jon,Local Councillor,8147,18234,Elected,No,No,No
2578,Toronto C,Cheng,Lily,Local Councillor,8337,19981,Elected,No,No,No
2579,Toronto C,Myers,Jamaal,Local Councillor,5315,10403,Elected,No,No,No
2580,Trent Hills M,Crate,Robert,Mayor,2499,4083,Elected,Yes,Yes,No
2581,Trent Hills M,Brahaney,Gene,Local Councillor,240,475,Elected,Yes,Yes,No
2582,Trent Hills M,English,Rick,Local Councillor,622,1009,Elected,Yes,Yes,No
2583,Trent Hills M,Pope,Rob,Local Councillor,212,498,Elected,No,No,No
2584,Trent Hills M,Giddings,Daniel,Local Councillor,618,1087,Elected,No,No,No
2585,Trent Hills M,Savery,Dennis,Local Councillor,570,992,Elected,No,No,No
2586,Trent Hills M,Metcalf,Michael,Deputy Mayor,2345,4069,Elected,Yes,No,No
2587,Trent Lakes M,Lambshead,Terry,Mayor,1940,3142,Elected,Yes,No,No
2588,Trent Lakes M,Franzen,Peter,Local Councillor,1766,3142,Elected,Yes,Yes,No
2589,Trent Lakes M,Braybrook,John,Local Councillor,848,2040,Elected,No,No,No
2590,Trent Lakes M,Cadigan,Joe,Local Councillor,347,1102,Elected,No,No,No
2591,Trent Lakes M,Armstrong,Carol,Deputy Mayor,1772,3142,Elected,Yes,No,No
2592,Tudor and Cashel Tp,Hederson,David,Mayor,382,674,Elected,No,No,No
2593,Tudor and Cashel Tp,Chadwick,Jerry,Local Councillor,413,1530,Elected,No,No,No
2594,Tudor and Cashel Tp,Holloway,Elaine,Local Councillor,409,1530,Elected,No,No,No
2595,Tudor and Cashel Tp,Taylor,Brent,Local Councillor,408,1530,Elected,No,No,No
2596,Tudor and Cashel Tp,Bridger,Bob,Deputy Mayor,354,671,Elected,Yes,No,No
2597,Tweed M,Degenova,Don,Mayor,,,Acclaimed,No,No,No
2598,Tweed M,Flieler,Jim,Local Councillor,1154,6194,Elected,Yes,Yes,No
2599,Tweed M,Palmateer,Jacob,Local Councillor,1368,6194,Elected,Yes,Yes,No
2600,Tweed M,Valiquette,Peter,Local Councillor,1305,6194,Elected,No,No,No
2601,Tweed M,Demarsh,Jamie,Deputy Mayor,935,2328,Elected,Yes,No,No
2602,Tyendinaga Tp,Kennelly,Claire,Reeve,649,1217,Elected,Yes,No,No
2603,Tyendinaga Tp,McFarlane,Don,Local Councillor,,,Acclaimed,Yes,Yes,No
2604,Tyendinaga Tp,Phillips,Jen,Local Councillor,,,Acclaimed,No,No,No
2605,Tyendinaga Tp,Ogden,Dave,Local Councillor,,,Acclaimed,No,No,No
2606,Tyendinaga Tp,Lang,Heather,Deputy Reeve,,,Acclaimed,Yes,No,No
2607,Uxbridge Tp,Barton,Dave,Mayor,,,Acclaimed,Yes,Yes,No
2608,Uxbridge Tp,Beach,Pamela,Local Councillor,654,1240,Elected,Yes,Yes,No
2609,Uxbridge Tp,Popp,Willie,Local Councillor,,,Acclaimed,Yes,Yes,No
2610,Uxbridge Tp,Snooks,Todd,Local Councillor,699,1263,Elected,Yes,Yes,No
2611,Uxbridge Tp,Shreeve,Gordon,Local Councillor,745,1465,Elected,No,No,No
2612,Uxbridge Tp,Pickering,Zed,Local Councillor,668,1217,Elected,No,No,No
2613,Uxbridge Tp,Garrod,Bruce,Local and Regional Councillor,4468,6509,Elected,Yes,No,No
2614,Val Rita-Harty Tp,Baril,Johanne,Mayor,165,289,Elected,Yes,Yes,No
2615,Val Rita-Harty Tp,Beauvais,Angèle,Local Councillor,184,1156,Elected,Yes,Yes,No
2616,Val Rita-Harty Tp,Lachance,Roger,Local Councillor,165,1156,Elected,Yes,Yes,No
2617,Val Rita-Harty Tp,Lessard,Carole,Local Councillor,141,1156,Elected,Yes,Yes,No
2618,Val Rita-Harty Tp,Tremblay,Alain,Local Councillor,157,1156,Elected,Yes,Yes,No
2619,Vaughan C,Del Duca,Steven,Mayor,22699,59634,Elected,No,No,No
2620,Vaughan C,Defrancesca,Rosanna,Local Councillor,6643,12867,Elected,Yes,Yes,No
2621,Vaughan C,Iafrate,Marilyn,Local Councillor,8771,13553,Elected,Yes,Yes,No
2622,Vaughan C,Volpentesta,Adriano,Local Councillor,7229,13409,Elected,No,No,No
2623,Vaughan C,Ainsworth,Chris,Local Councillor,2705,6985,Elected,No,No,No
2624,Vaughan C,Martow,Gila,Local Councillor,6601,12098,Elected,No,No,No
2625,Vaughan C,Ferri,Mario,Local and Regional Councillor,27937,60935,Elected,Yes,Yes,No
2626,Vaughan C,Jackson,Linda D.,Local and Regional Councillor,28398,60935,Elected,Yes,Yes,No
2627,Vaughan C,Rosati,Gino,Local and Regional Councillor,27457,60935,Elected,Yes,Yes,No
2628,Vaughan C,Racco,Mario G.,Local and Regional Councillor,19564,60935,Elected,No,No,No
2629,Wainfleet Tp,Grant,Brian,Mayor,1067,2587,Elected,No,No,No
2630,Wainfleet Tp,Gilmore,Terry,Local Councillor,1511,8409,Elected,Yes,Yes,No
2631,Wainfleet Tp,MacLellan,John,Local Councillor,1115,8409,Elected,Yes,Yes,No
2632,Wainfleet Tp,Van Vliet,Sherri,Local Councillor,1243,8409,Elected,Yes,Yes,No
2633,Wainfleet Tp,Anderson,Joan,Local Councillor,1076,8409,Elected,No,No,No
2634,Warwick Tp,Case,Todd,Mayor,907,1267,Elected,No,No,No
2635,Warwick Tp,Morris,Wayne,Local Councillor,664,4948,Elected,Yes,Yes,No
2636,Warwick Tp,Westgate,Jerry,Local Councillor,691,4948,Elected,Yes,Yes,No
2637,Warwick Tp,Couwenberg,John,Local Councillor,729,4948,Elected,No,No,No
2638,Warwick Tp,Manning,Joe,Local Councillor,607,4948,Elected,No,No,No
2639,Wasaga Beach T,Smith,Brian,Mayor,4477,11639,Elected,No,No,No
2640,Wasaga Beach T,Belanger,Joe,Local Councillor,2580,46477,Elected,Yes,Yes,No
2641,Wasaga Beach T,Dileo,Sasha-Rose,Local Councillor,4988,46477,Elected,No,No,No
2642,Wasaga Beach T,Ego,Faye,Local Councillor,4884,46477,Elected,No,No,No
2643,Wasaga Beach T,Timms,Ellen,Local Councillor,5462,46477,Elected,No,No,No
2644,Wasaga Beach T,White,Richard,Local Councillor,4779,46477,Elected,No,No,No
2645,Wasaga Beach T,Snell,Tanya,Deputy Mayor,6217,11253,Elected,No,No,No
2646,Waterloo C,McCabe,Dorothy,Mayor,9543,22435,Elected,No,No,No
2647,Waterloo C,Bodaly,Royce,Local Councillor,1568,2525,Elected,Yes,Yes,No
2648,Waterloo C,Freeman,Diane,Local Councillor,2647,3385,Elected,Yes,Yes,No
2649,Waterloo C,Hanmer,Sandra,Local Councillor,1675,3098,Elected,Yes,Yes,No
2650,Waterloo C,Vasic,Jen,Local Councillor,2194,3650,Elected,Yes,Yes,No
2651,Waterloo C,Roach,Hans,Local Councillor,1404,2776,Elected,No,No,No
2652,Waterloo C,Roe,Mary Lou,Local Councillor,896,2980,Elected,No,No,No
2653,Waterloo C,Wright,Julie,Local Councillor,3041,4021,Elected,No,No,No
2654,Wawa M,Pilon,Melanie,Mayor,,,Acclaimed,Yes,No,No
2655,Wawa M,Cannon,Cathy,Local Councillor,406,2891,Elected,Yes,Yes,No
2656,Wawa M,Hatfield,Mitch,Local Councillor,392,2891,Elected,Yes,Yes,No
2657,Wawa M,Hoffmann,Jim,Local Councillor,523,2891,Elected,No,No,No
2658,Wawa M,Opato,Joseph,Local Councillor,398,2891,Elected,No,No,No
2659,Welland C,Campion,Frank,Mayor,6456,10894,Elected,Yes,Yes,No
2660,Welland C,Chiocchio,John,Local Councillor,1060,3508,Elected,Yes,Yes,No
2661,Welland C,DiMarco,Tony,Local Councillor,911,3313,Elected,Yes,Yes,No
2662,Welland C,Fokkens,Bonnie,Local Councillor,840,2982,Elected,Yes,Yes,No
2663,Welland C,Green,Bryan,Local Councillor,1197,3313,Elected,Yes,Yes,No
2664,Welland C,Grimaldi,Mary Ann,Local Councillor,781,2760,Elected,Yes,Yes,No
2665,Welland C,McLeod,David,Local Councillor,1013,3577,Elected,Yes,Yes,No
2666,Welland C,Moote,Adam,Local Councillor,893,2760,Elected,Yes,Yes,No
2667,Welland C,Richard,Claudette,Local Councillor,927,2561,Elected,Yes,Yes,No
2668,Welland C,Speck,Graham,Local Councillor,910,2561,Elected,Yes,Yes,No
